SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA
FULVESTRANTO,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511519020070206,1004706110021,7897595634559,    -     ,    -     ,FULVESTRANTO,50 MG/ML SOL INJ IM CT X 2 SER PREENC VD TRANS X 5ML + 2 AGU,L2B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS,Genérico,Regulado,4219.36,4219.36,4794.73,5083.57,5083.57,5114.37,5114.37,5145.56,5145.56,5274.2,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
FULVESTRANTO,03.978.166/0001-75,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,507518070008606,1514300290028,8901148239159,    -     ,    -     ,FULVESTRANTO,50 MG/ML SOL INJ IM CT 2 SER PREENC VD TRANS X 5 ML + 2 AGU,L2B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS,Genérico,Regulado,4193.81,4193.81,4765.69,5052.78,5052.78,5083.41,5083.41,5114.4,5114.4,5242.26,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
FUMARATO DE CETOTIFENO,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528512060120406,1256802330049,7899547508093,    -     ,    -     ,FUMARATO DE CETOTIFENO,"0,2 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 COP (EMB HOSP)",R3C2 - ANTIASMÁTICOS/DPOC ANTIINFLAMATORIOS NÃO ESTEROIDAIS RESPIRATÓRIOS SISTÊMICOS,Genérico,Regulado,1004.05,1004.05,1140.97,1209.7,1209.7,1217.03,1217.03,1224.45,1224.45,1255.06,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
FUMARATO DE TENOFOVIR DESOPROXILA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506712050046306,1029803880018,7896676417319,    -     ,    -     ,FUMARATO DE TENOFOVIR DESOPROXILA,300 MG COM REV FR PLAS OPC X 30,J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS,Genérico,Regulado,842.88,842.88,,,,,,,,,1165.23,,,,,,,,,Não,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
FUMARATO DE TENOFOVIR DESOPROXILA,53.359.824/0001-19,BLANVER FARMOQUIMICA E FARMACÊUTICA S.A.,541000101116111,1152400010016,7898994056515,    -     ,    -     ,FUMARATO DE TENOFOVIR DESOPROXILA,300 MG COM REV CX 60 FR PLAS PEAD OPC X 30,J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS,Genérico,Regulado,38779.0,38779.0,,,,,,,,,,,,,,,,,,Sim,Sim,Sim,Sim,,Positiva,Sim,Tarja Vermelha
TALIDOMIDA,17.503.475/0001-01,FUNDAÇÃO EZEQUIEL DIAS - FUNED,509903501118410,1120900310029,7898287820496,    -     ,    -     ,FUNED - TALIDOMIDA,100 MG COM CT 3 ENV AL + POLIET X 10,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Similar,Regulado,229.9,229.9,,,,,,,,,317.82,,,,,,,,,Não,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
ITRACONAZOL,72.593.791/0001-11,NOVA QUIMICA FARMACÊUTICA S/A,525320010065907,1267503270031,7895296444187,    -     ,    -     ,FUNOK,100 MG CAP  DURA CT BL AL PLAS TRANS X 15,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Similar,Regulado,123.3,123.3,140.11,148.55,148.55,149.45,149.45,150.37,150.37,154.13,170.46,193.69,205.36,205.36,206.61,206.61,207.88,207.88,213.08,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE TERBINAFINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506706703112419,1029802970064,7896676410778,    -     ,    -     ,FUNTYL,250 MG COM CT BL AL PLAS TRANS X 28,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Similar,Regulado,148.71,148.71,168.99,179.17,179.17,180.25,180.25,181.35,181.35,185.89,205.58,233.62,247.69,247.69,249.19,249.19,250.71,250.71,256.98,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
FUROSEMIDA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528528902115114,1256801950027,7899547504538,    -     ,    -     ,FUROSEMIDA,40 MG COM CT BL AL PLAS PVC OPC X 500,C3A2 - DIURÉTICOS DE ALÇA PUROS,Genérico,Regulado,104.24,104.24,118.45,125.59,125.59,126.35,126.35,127.12,127.12,130.3,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
FUROSEMIDA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511609203115112,1134301530031,7898123902546,    -     ,    -     ,FUROSEMIDA,40 MG COM CX BL AL PLAS AMB X 500,C3A2 - DIURÉTICOS DE ALÇA PUROS,Genérico,Regulado,181.46,181.46,206.2,218.63,218.63,219.95,219.95,221.29,221.29,226.83,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
METILDOPA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510004002112413,1103901080035,7895005800709,    -     ,    -     ,FURP - METILDOPA,250 MG COM REV CX ENV AL PE X 500,C2A1 - ANTI-HIPERTENSIVOS PURO-AÇÃO CENTRAL,Similar,Regulado,327.58,327.58,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
BENZOILMETRONIDAZOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510004202138416,1103901540011,7895005800785,    -     ,    -     ,FURP METRONIDAZOL,40 MG/ML SUS OR CX 50 FR VD AMB X 100 ML,G1A1 - TRICOMONICIDAS SISTÊMICOS,Similar,Regulado,338.49,338.49,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
AZATIOPRINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510000701113416,1103901070013,7895005800150,    -     ,    -     ,FURP-AZATIOPRINA,50 MG COM CX ENV AL POLIET X 500,L4X - OUTROS IMUNOSSUPRESSORES,Similar,Regulado,267.61,267.61,,,,,,,,,,,,,,,,,,Sim,Sim,Sim,Sim,,Positiva,Sim,Tarja Vermelha
BENZILPENICILINA BENZATINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015010024803,1103900940073,7895005805100,7895005807807,    -     ,FURP-BENZILPENICILINA BENZATINA,1200000 UI PO INJ  CX 50 FA VD TRANS,J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS,Similar,Regulado,312.32,312.32,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
BENZILPENICILINA BENZATINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015010024703,1103900940081,7895005805094,    -     ,    -     ,FURP-BENZILPENICILINA BENZATINA,600000 UI PO INJ CX 50 FA VD TRANS,J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS,Similar,Regulado,245.29,245.29,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
CEFALEXINA MONOIDRATADA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510001203117418,1103900250077,7895005801300,    -     ,    -     ,FURP-CEFALEXINA,500 MG CAP GEL DURA CX BL AL PLAS TRANS X 200,J1D1 - CEFALOSPORINAS ORAIS,Similar,Regulado,123.49,123.49,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
CEFALEXINA MONOIDRATADA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510001204131414,1103900250066,7895005801263,    -     ,    -     ,FURP-CEFALEXINA,50 MG/ML PO SUSP OR CX 50 FR VD AMB X 60ML + 50 COP,J1D1 - CEFALOSPORINAS ORAIS,Similar,Regulado,251.09,251.09,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
ACETATO DE DEXAMETASONA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510001801162417,1103900050051,7895005800327,    -     ,    -     ,FURP-DEXAMETASONA,"0,1 PCC  CR DERM CX 50 BG AL X 10 G (EMB. HOSP.)",D7A - CORTICOESTERÓIDES TÓPICOS PUROS,Similar,Regulado,169.11,169.11,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
ZIDOVUDINA;LAMIVUDINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510003701114417,1103901460040,7895005700641,    -     ,    -     ,FURP-LAMIVUDINA + ZIDOVUDINA,150 MG + 300 MG COM CT REV FR PLAS PEAD OPC X 60,J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS,Similar,Regulado,211.67,211.67,,,,,,,,,,,,,,,,,,Sim,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
ENFUVIRTIDA,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529215020026002,1010006170024,7896226504537,    -     ,    -     ,FUZEON,90 MG/ML PO LIOF INJ CT 60 FA VD INC + 60 FA DIL X 2 ML + 60 SER 3 ML + 60 SER 1 ML + 180 SACH ALGODÃO,"J5C4 - ANTIVIRAIS HIV, INIBIDORES DE ENTRADA",Novo,Regulado,5328.52,5328.52,6055.14,6419.9,6419.9,6458.81,6458.81,6498.19,6498.19,6660.65,7366.37,8370.88,8875.14,8875.14,8928.93,8928.93,8983.37,8983.37,9207.96,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PERAMPANEL,68.949.239/0001-46,UNITED MEDICAL LTDA,533220060003217,1257600290192,7898054580158,    -     ,    -     ,FYCOMPA,6 MG COM REV CT BL AL PLAS TRANS X 28 ,N3A - ANTIEPILÉPTICOS,Novo,Regulado,331.62,371.42,429.21,458.97,399.55,462.18,401.97,465.43,404.42,478.91,498.25,573.33,611.77,552.35,615.91,555.7,620.1,559.09,637.45,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
PERAMPANEL,68.949.239/0001-46,UNITED MEDICAL LTDA,533220060003017,1257600290281,7898054580134,    -     ,    -     ,FYCOMPA,2 MG COM REV CT BL AL PLAS TRANS X 28 ,N3A - ANTIEPILÉPTICOS,Novo,Regulado,153.74,172.19,198.98,212.78,185.23,214.27,186.35,215.77,187.49,222.02,230.99,265.79,283.62,256.07,285.54,257.62,287.47,259.19,295.52,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
PERAMPANEL,68.949.239/0001-46,UNITED MEDICAL LTDA,533220060003117,1257600290141,7898054580165,    -     ,    -     ,FYCOMPA,8 MG COM REV CT BL AL PLAS TRANS X 28 ,N3A - ANTIEPILÉPTICOS,Novo,Regulado,385.77,432.06,499.28,533.91,464.78,537.64,467.6,541.42,470.45,557.09,579.59,666.93,711.66,642.53,716.47,646.43,721.34,650.37,741.51,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
PERAMPANEL,68.949.239/0001-46,UNITED MEDICAL LTDA,533220060002917,1257600290230,7898054580141,    -     ,    -     ,FYCOMPA,4 MG COM REV CT BL AL PLAS TRANS X 28 ,N3A - ANTIEPILÉPTICOS,Novo,Regulado,307.48,344.38,397.96,425.56,370.46,428.53,372.71,431.55,374.98,444.04,461.97,531.59,567.24,512.14,571.07,515.25,574.96,518.39,591.03,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
GABAPENTINA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531619103118418,1356904160289,7894916506847,    -     ,    -     ,GABANEURIN,600 MG COM REV CT BL AL PLAS OPC X 27,N3A - ANTIEPILÉPTICOS,Similar,Regulado,116.43,116.43,132.31,140.28,140.28,141.13,141.13,141.99,141.99,145.54,160.96,182.91,193.93,193.93,195.1,195.1,196.29,196.29,201.2,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GABAPENTINA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526126603117112,1058306610040,7896004727035,    -     ,    -     ,GABAPENTINA,600 MG COM REV CT BL AL PLAS OPC X 27,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,108.13,108.13,122.88,130.28,130.28,131.07,131.07,131.87,131.87,135.16,149.48,169.87,180.1,180.1,181.2,181.2,182.3,182.3,186.85,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GADOBUTROL,18.459.628/0001-15,BAYER S.A.,538902602151316,1705600510027,7891106905046,    -     ,    -     ,GADOVIST,"604,72 MG/ML SOL INJ CT FA VD TRANS X 15 ML",T1E - AGENTE DIAGNÓSTICO POR IMAGEM PARA RESSONÂNCIA MAGNÉTICA,Novo,Regulado,327.06,366.31,423.3,452.66,394.05,455.82,396.44,459.03,398.86,472.32,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
GADOBUTROL,18.459.628/0001-15,BAYER S.A.,538918120028803,1705600510019,7891106905039,    -     ,    -     ,GADOVIST,"604,72 MG/ML SOL INJ CT FA VD TRANS X 7,5 ML",T1E - AGENTE DIAGNÓSTICO POR IMAGEM PARA RESSONÂNCIA MAGNÉTICA,Novo,Regulado,163.54,183.17,211.67,226.35,197.04,227.93,198.24,229.53,199.44,236.18,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
VILDAGLIPTINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526528903115311,1006810500048,7896261012936,    -     ,    -     ,GALVUS,50 MG COM CT BL AL/AL X 56,A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS,Novo,Regulado,125.15,125.15,142.22,150.78,150.78,151.7,151.7,152.62,152.62,156.44,173.01,196.61,208.44,208.44,209.72,209.72,210.99,210.99,216.27,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
VILDAGLIPTINA;CLORIDRATO DE METFORMINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526529903119315,1006810590160,7896261016255,    -     ,    -     ,GALVUS MET,50 MG + 850 MG COM REV CT BL AL/AL X 56,A10N3 - ASSOCIAÇÕES DE INIBIDORES DPP-IV COM BIGUANIDAS,Novo,Regulado,123.5,123.5,140.34,148.8,148.8,149.7,149.7,150.61,150.61,154.38,170.73,194.01,205.71,205.71,206.95,206.95,208.21,208.21,213.42,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
VILDAGLIPTINA;CLORIDRATO DE METFORMINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526529901116319,1006810590063,7896261016248,    -     ,    -     ,GALVUS MET,50 MG + 500 MG COM REV CT BL AL/AL X 56,A10N3 - ASSOCIAÇÕES DE INIBIDORES DPP-IV COM BIGUANIDAS,Novo,Regulado,123.5,123.5,140.34,148.8,148.8,149.7,149.7,150.61,150.61,154.38,170.73,194.01,205.71,205.71,206.95,206.95,208.21,208.21,213.42,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
VILDAGLIPTINA;CLORIDRATO DE METFORMINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526529902112317,1006810590268,7896261016262,    -     ,    -     ,GALVUS MET,50 MG + 1000 MG COM REV CT BL AL/AL X 56,A10N3 - ASSOCIAÇÕES DE INIBIDORES DPP-IV COM BIGUANIDAS,Novo,Regulado,123.5,123.5,140.34,148.8,148.8,149.7,149.7,150.61,150.61,154.38,170.73,194.01,205.71,205.71,206.95,206.95,208.21,208.21,213.42,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
IMUNOGLOBULINA ANTI-D,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510913010003503,1364100040031,8470008000869,    -     ,    -     ,GAMA ANTI-D GRIFOLS,750 UI/ML SOL INJ CX SER PREENCH X 2 ML + AGULHA,J6J - OUTRAS IMUNOGLOBULINASS ESPECÍFICA,Biológico,Regulado,199.39,199.39,226.58,240.23,240.23,241.68,241.68,243.16,243.16,249.24,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510913010003603,1364100050061,8470007380887,    -     ,    -     ,GAMA ANTI-HEPATITE B GRIFOLS,"100 UI SOL INJ CX AMP VD INC X 0,5 ML + SER + AGU",J6H4 - IMUNOGLOBULINA HEPATITE,Similar,Regulado,120.97,120.97,137.47,145.75,145.75,146.63,146.63,147.52,147.52,151.21,167.23,190.04,201.49,201.49,202.71,202.71,203.94,203.94,209.04,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510913010003803,1364100050043,8470007089582,    -     ,    -     ,GAMA ANTI-HEPATITE B GRIFOLS,1000 UI SOL INJ CX AMP VD INC X 5 ML  + SER + AGU,J6H4 - IMUNOGLOBULINA HEPATITE,Similar,Regulado,1209.87,1209.87,1374.85,1457.67,1457.67,1466.51,1466.51,1475.45,1475.45,1512.34,1672.57,1900.65,2015.14,2015.14,2027.36,2027.36,2039.72,2039.72,2090.72,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
IMUNOGLOBULINA HUMANA,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510919120005707,1364100060030,8470006534595,    -     ,    -     ,GAMAGLOBULINA IM GRIFOLS,320 MG SOL INJ CX AMP VD INC X 2 ML + SER + AGU,J6E - IMUNOGLOBULINAS POLIVALENTES INTRAMUSCULARES,Biológico,Regulado,101.85,101.85,115.74,122.71,122.71,123.45,123.45,124.21,124.21,127.31,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
IMUNOGLOBULINA HUMANA,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510918060005007,1364100110038,0313533001568,    -     ,    -     ,GAMUNEX,5G SOL INJETAVEL FA 50ML,J6C - IMUNOGLOBULINAS POLIVALENTES INTRAVENOSAS,Biológico,Regulado,1700.15,1700.15,1931.99,2048.37,2048.37,2060.79,2060.79,2073.35,2073.35,2125.19,,,,,,,,,,Sim,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
GANCICLOVIR,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533025201156419,1049702510015,7896006206569,    -     ,    -     ,GANCICLOTRAT,500 MG PO SOL FA VD INC + DIL X 10 ML,J5B3 - ANTIVIRAIS PARA HERPES,Similar,Regulado,176.96,176.96,201.09,213.2,213.2,214.5,214.5,215.8,215.8,221.2,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GANCICLOVIR SÓDICO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508007803157117,1004307620067,7891317426422,    -     ,    -     ,GANCICLOVIR SODICO,500 MG PO LIOF SOL INFUS IV CT 50 FA VD TRANS + 50 DIL AMP PLAS TRANS  X 10 ML ,J5B3 - ANTIVIRAIS PARA HERPES,Genérico,Regulado,5753.06,5753.06,6537.57,6931.4,6931.4,6973.4,6973.4,7015.93,7015.93,7191.33,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
MALEATO ÁCIDO DE TIMOLOL;BIMATOPROSTA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501006303171319,1014701710042,7897316805237,    -     ,    -     ,GANFORT,"0,3 MG/ML + 5,0 MG/ML SOL OFT CT FR GOT PLAS OPC X 5,0 ML",S1E2 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS TÓPICAS,Novo,Regulado,131.38,131.38,149.3,158.29,158.29,159.25,159.25,160.22,160.22,164.23,181.63,206.4,218.83,218.83,220.15,220.15,221.49,221.49,227.04,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
MALEATO ÁCIDO DE TIMOLOL;BIMATOPROSTA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501018100013803,1014701710077,7897316806081,    -     ,    -     ,GANFORT,"(0,3 + 5,0) MG/ML SOL OFT CT ENVOL 30 FLAC PLAS PEBD TRANS X 0,4 ML",S1E2 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS TÓPICAS,Novo,Regulado,315.27,315.27,358.26,379.84,379.84,382.15,382.15,384.48,384.48,394.09,435.84,495.27,525.11,525.11,528.3,528.3,531.52,531.52,544.81,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GANCICLOVIR,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504402201110417,1163700370013,7896014677009,    -     ,    -     ,GANVIRAX,250 MG CAP DURA CT FR PLAS OPC X 40,J5B3 - ANTIVIRAIS PARA HERPES,Similar,Regulado,1194.27,1194.27,1357.13,1438.88,1438.88,1447.6,1447.6,1456.43,1456.43,1492.84,1651.01,1876.15,1989.17,1989.17,2001.22,2001.22,2013.43,2013.43,2063.76,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
"VACINA PAPILOMAVÍRUS HUMANO 6, 11, 16 E 18 (RECOMBINANTE)",45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525503601151314,1002901710050,7897337704748,    -     ,    -     ,GARDASIL,"SUS INJ CT 01 SER PREENCH VD INC X 0,5 ML ",J7E3 - VACINA CONTRA HPV (PAPILOMAVIRUS HUMANO),Biológico,Regulado,446.04,446.04,506.86,537.4,537.4,540.65,540.65,543.95,543.95,557.55,616.62,700.7,742.92,742.92,747.42,747.42,751.98,751.98,770.78,Não,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
OMEPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500513010047603,1057302160190,7896658021022,    -     ,    -     ,GASTRIUM,40 MG CAP DURA LIB RETARD CT FR PLAS PE OPC X 28,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Similar,Regulado,133.1,133.1,151.25,160.36,160.36,161.33,161.33,162.32,162.32,166.38,184.0,209.09,221.69,221.69,223.03,223.03,224.4,224.4,230.01,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
OBINUTUZUMABE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529215070026102,1010006600010,7896226506906,    -     ,    -     ,GAZYVA,1000 MG SOL DIL INFUS IV CT FA VD TRANS X 40 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,16242.6,18191.71,21022.12,22480.01,19569.39,22637.02,19688.0,22796.23,19808.04,23456.23,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
SUCCINILGELATINA,31.673.254/0001-02,LABORATÓRIOS B. BRAUN S/A,520901901152318,1008501150014,4030539009393,    -     ,    -     ,GELAFUNDIN,40 MG/ML SOL INJ IV CX 10 FA PLAS TRANS SIST FECH X 500 ML,K2C - SOLUÇÕES GELATINOSAS,Específico,Regulado,678.26,759.65,877.84,938.72,817.18,945.28,822.13,951.93,827.14,979.49,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507601301152317,1126000170041,7896382700941,    -     ,    -     ,GEMZAR,1 G PO LIOF SOL INJ CT FA VD TRANS X 50 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Novo,Regulado,917.8,917.8,1042.95,1105.78,1105.78,1112.48,1112.48,1119.27,1119.27,1147.25,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507601302159315,1126000170033,7896382700958,    -     ,    -     ,GEMZAR,200 MG PO LIOF SOL INJ CT FA VD TRANS X 10 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Novo,Regulado,184.43,184.43,209.58,222.2,222.2,223.55,223.55,224.91,224.91,230.54,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,61.282.661/0001-41,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,519513100022504,1064601950048,7898149939908,    -     ,    -     ,GENCIX,1 G PO LIOF SOL INJ CT FA VD TRANS X 50 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,826.69,826.69,939.42,996.01,996.01,1002.05,1002.05,1008.16,1008.16,1033.36,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,61.282.661/0001-41,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,519513100022204,1064601950013,7898149939878,    -     ,    -     ,GENCIX,200 MG PO LIOF SOL INJ CT FA VD TRANS X 10 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,168.68,168.68,191.68,203.23,203.23,204.46,204.46,205.71,205.71,210.85,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523708702156411,1003301460027,7896094207257,    -     ,    -     ,GENLIBBS,1 G PÓ LIÓF INJ CT FA VD INC ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,917.76,917.76,1042.91,1105.73,1105.73,1112.44,1112.44,1119.22,1119.22,1147.2,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GENCITABINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523708701151416,1003301460019,7896094207240,    -     ,    -     ,GENLIBBS,200 MG PÓ LIÓF INJ CT FA VD INC ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,184.38,184.38,209.52,222.14,222.14,223.49,223.49,224.85,224.85,230.48,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
